Code,UiFile,Arabic,English
210082,PlayerInformation.ui,äÓÈÉ ÊãÑíÑ æÓØíÉ,Average pass
210083,PlayerInformation.ui,äÓÈÉ ÇáÇäÊÕÇÑÇÊ,Victory rate
210084,PlayerInformation.ui,äÓÈÉ äÌÇÍ ÇáÊÓÏíÏ,Shooting success rate
210085,PlayerInformation.ui,äÓÈÉ äÌÇÍ ÇáÎØİ,Steal success rate
210086,PlayerInformation.ui,äÓÈÉ äÌÇÍ ÇáÚÑŞáÉ,Tackle success rate
210087,PlayerInformation.ui,äÓÈÉ äÌÇÍ ÇáÊãÑíÑ,Pass success rate
210088,PlayerInformation.ui,ÇáãÌãæÚ,Total
210089,PlayerInformation.ui,ÑÈÚ ÇáÓäÉ,Quarter of a year
210090,PlayerInformation.ui,ÇÎÊíÇÑ,selection
210091,PlayerInformation.ui,ÊÑÊíÈ,ranking
220001,SkillBag.ui,ÇáãåÇÑÇÊ,Skills
220002,SkillBag.ui,ÃÎÑæä,All Skills
220003,SkillBag.ui,ÇáãÓÊæì,Level
220004,SkillBag.ui,Lv.  ,Lv.
220005,SkillBag.ui,æŞÊ ÇáÊÍãíÉ,Cool Time
220006,SkillBag.ui,ÊÃËíÑ,Effect
220007,SkillBag.ui,Lv.1,Lv.1
220008,SkillBag.ui,Lv.2,Lv.2
220009,SkillBag.ui,Lv.3,Lv.3
220010,SkillBag.ui,[ãİÇÊíÍ ],[Keys]
220011,SkillBag.ui,[ÇáæÕİ],[Description]
220012,SkillBag.ui,äİÇØ ÇáãåÇÑÉ,Skill Points
220013,SkillBag.ui,ãßÇä İÇÑÛ,Empty Slot
230001,SkillDialog.ui,ÔÑÇÁ ÇáãåÇÑÉ,Buy Skill
230002,SkillDialog.ui,åá ÊÑÛÈ ÈÔÑÇÁ ÇáãåÇÑÉ¿,Would you like to buy the skill?
230003,SkillDialog.ui,åá ÊÑÛÈ ÈÔÑÇÁ ÇáÊÏÑíÈ¿,Would you like to buy the trainning?
230004,SkillDialog.ui,åá ÊÑÛÈ ÈÔÑÇÁ ÇáÇÍÊİÇá¿,Would you like to buy the ceremony?
240001,SkillShop.ui,ãåÇÑÇÊí,My Skills
240002,SkillShop.ui,ÔÑÇÁ ÊÏÑíÈ,Buy Training
240003,SkillShop.ui,ÔÑÇÁ ÇÍÊİÇá,Buy Ceremony
250001,SkillView.ui,ÇáãÚÇíäÉ,Preview
260001,TutorialMain.ui,ÇáãßÇİÃÊ:,Reward:
260002,TutorialMain.ui,İæÒ ÈåĞå ÇááÚÈÉ ãÚ áÇÚÈíä ßãÈíæÊÑ Öãä æŞÊ ãÍÏÏ,Win the game with a AI player a limited time.
260003,TutorialMain.ui,ÍÇİÙ Úáì ÇáİæÒ ãÚ áÇÚÈíä ÇáßãÈíæÊÑ! \ ÏÇİÚ ãä ÇáÇÚÈíä ÇáÎÕã \ ÎáÇá ÇáæŞÊ ÇáãÊÇÍ,Keep the victiory with\AI team member!\Defense from opponent\AI players within given\time.
260004,TutorialMain.ui,ßä ãÊÃßÏ ãä ÇáİæÒ! ÇÑÈÍ ÇáãÈÇÑÉ ãÚ ÇáÔÑØ ÇáãÍÏÏ,Be sure to win!\Win the match with\limited condition.
260005,TutorialMain.ui,İæÒ ÈåĞå ÇááÚÈÉ,Win the game.
260006,TutorialMain.ui,áÇ ÊÎÓÑ ÇßËÑ ãä åÏİíä,Win the opponent
260007,TutorialMain.ui,İæÒ ÈÇáãÈÇÑÉ ÈÃßËÑ ãä åÏİ æÇÍÏ,Win the match with more than 1 goal
260008,TutorialMain.ui, + 3000 äŞØÉ, + 3000 Points
260009,TutorialMain.ui,ãåãÉ ãÊÏÑÈ,Trainee Quest
270001,TutorialPlay.ui,ÇáÍÇáÉ,Status
270002,TutorialPlay.ui,íãßä ÊÚÏíá ÃÒÑÇÑ ÇáÊÍßã ãä ÎíÇÑÇÊ ÊÍßã ÃÒÑÇÑ ÇááÚÈÉ ,Possible to change the control buttons at the key setting of Game option.
270003,TutorialPlay.ui,ÃÖÛØ ÇáÒÑ ãÑÉ ÃÎÑì ÈÚÏ ÖÛØ ÇáÒÑ Ãæ ÇÓÊãÑ ÈÇáÖÛØ ÇáÒÑ,Press the key again after press the key or keep pressing the key more than 1 sec
270004,TutorialPlay.ui, D :ÊÓÏíÏå íÓÇÑíÉ F :ÊÓÏíÏå íãíäíÉ ,Left shot: D /Right shot: F
270005,TutorialPlay.ui,ÃÖÛØ ÇáÒÑ ŞÈá æÕæá ÇáßÑÉ,Press the key before the ball arrives
270006,TutorialPlay.ui,ÇáÊãÑíÑÉ ÇáãÈÇÔÑÉ: ÃÖÛØ S Çæ A ŞÈá æÕæá ÇáßÑÉ.,Direct pass: Press S or A key before the ball arrives
270007,TutorialPlay.ui,ÇáÚÑŞáÉ ãä ãÓÇİÉ ŞÑíÈÉ áåÇ ãÚÏá äÌÇÍ ÚÇáí.,Tackling from the close range has an higher success rate
270008,TutorialPlay.ui,ÃÖÛØ ÇáÒÑ ŞÈá æÕæá ÇáßÑÉ,Press the key before the ball arrives
280001,QuestMain.ui,"åĞå ÇáãÑÍáÉ ÇáãÊæÓØÉ ãä ÇáÊÏÑíÈ ,, íÌÈ Úáíß Çä ÊáÚÈ ÖÏ İÑíŞ ŞÈá ÇäÊ ÊáÚÈ ãÚ ÇÔÎÇÕ ÍŞíŞíä","It's a middle level tutorial, which have a test match with AI team before having the real match with users."
290001,GameResult.ui,ÑŞã ÇáãåãÉ.,Quest No.
300001,TutorialGuide.ui,åĞÇ ãä ÇÌá ÇáŞÏÑÇÊ ÇáÇÓÇÓíÉ.. íÌÈ Çä ÊÊŞäåÇ ŞÈá ÇáÈÏÇíÉ,That is for the basic abilities.\Need to know before starting!
300002,TutorialGuide.ui,- ÊÓÏíÏ ,­ Shooting
300003,TutorialGuide.ui,- ÊãÑíÑÉ ŞÕíÑÉ,­ Short pass
300004,TutorialGuide.ui,- ÊãÑíÑÉ ØæíáÉ,­ Long pass
300005,TutorialGuide.ui,- ÚÑŞáÉ,­ Tackle
300006,TutorialGuide.ui,(D ÊÓÏíÏÉ íÓÇÑíÉ\F ÊÓÏíÏÉ íãíäíÉ),"(D Left shot, F Right shot)"
300007,TutorialGuide.ui,ÊÍÑß ÇáØÈíÚí,Normal moving
300008,TutorialGuide.ui,ÊÍÑß ãÚ ÇáßÑÉ,Moving with ball
300009,TutorialGuide.ui,ÇáÊÍÑß ÇáÓÑíÚ,Quick moving
300010,TutorialGuide.ui,"ÒíÇÏÉ ÇáæŞÊ áÇÓÊÎÏÇã ""ÇáÑÔÇŞÉ""",Increase the time to use 'Agility' 
300011,TutorialGuide.ui,ŞÈá ÇáÓíØÑÉ Úáì ÇáßÑÉ ÚÇáíÉ,Prior occupation for high ball
300012,TutorialGuide.ui,ÇÎÊÑÇŞ ÇááÇÚÈ ÇáÎÕã ááÇÓÊíáÇÁ Úáì ÇáßÑÉ,Struggling against opponent player to have the ball
300013,TutorialGuide.ui,ÇáÊÍßã ÈØÇŞÉ ÊŞÇØÚ ÇáßÑÉ,Controlling the power of ball crossing
300014,TutorialGuide.ui,ÇáÊÍßã ÈØÇŞÉ ÇáÊãÑíÑ,Controlling the power of passing
300015,TutorialGuide.ui,ÇáÊÍßã ÈØÇŞÉ ÇáÊãÑíÑÉ ÇáØæíáÉ,Controlling the power of long passing
300016,TutorialGuide.ui,ÇáÇÍÊİÇÙ ÈÇáßÑÉ,Keeping the ball
300017,TutorialGuide.ui,ÃÎĞ ÇáßÑÉ ãä ÇááÇÚÈ ÇáÎÕã,Taking the ball from a opponent player
300018,TutorialGuide.ui,ÃÎĞ ÇáßÑÉ ãä ÇááÇÚÈ ÇáÎÕã ÈÇáÚÑŞáÉ,Taking the ball from a opponent player by tackling
300019,TutorialGuide.ui,ÒíÇÏÉ ÏŞÉ ÇáÖÑÈÉ ÇáÑÃÓíÉ,Increase the accuracy of heading shot 
300020,TutorialGuide.ui,ÒíÇÏÉ ÏŞÉ ÇáÊÓÏíÏÉ ÇáŞÕíÑÉ,Increase the accuracy of short shot 
300021,TutorialGuide.ui,ÒíÇÏÉ ÏŞÉ ÇáÊÓÏíÏÉ ÇáØæíáÉ,Increase the accuracy of long shot 
300022,TutorialGuide.ui, ÊÚáã ÇáãÒíÏ Úä ÇáÍÇáÉ ÇáİíÒíÇÆíÉ,? Learn more physical Status ?
300023,TutorialGuide.ui, ÊÚáã ÇáãÒíÏ Úä ÇáÍÇáÉ ÇáÏİÇÚíÉ,? Learn more defensive Status ?
300024,TutorialGuide.ui, ÊÚáã ÇáãÒíÏ Úä ÇáÍÇáÉ ÇáÊŞäíÉ,? Learn more technique Status ?
300025,TutorialGuide.ui, ÊÚáã ÇáãÒíÏ Úä ÇáÍÇáÉ ÇáåÌæãíÉ,? Learn more offensive Status ?
300026,TutorialGuide.ui, ÊÚáã ÇáãÒíÏ Úä ÇáÍÇáÉ ÇáÊãÑíÑíÉ,? Learn more passing Status ?
300027,TutorialGuide.ui,- ÍÌÈ,­ Screen
300028,TutorialGuide.ui,- ÎØİ,­ Steal
310001,InvenDialog.ui,ãÔÇÑßÉ 1,Entry 1
310002,InvenDialog.ui,ãÔÇÑßÉ 2,Entry 2
310003,InvenDialog.ui,ãÔÇÑßÉ 3,Entry 3
320001,CardDialog.ui,ÇáäÊíÌÉ,Card purchasing result
320002,CardDialog.ui,äÊíÌÉ ãÒÌ ÇáÈØÇŞÇÊ,Card mix result
330001,ReadyRoom.ui,ÊáŞÇÆí,Auto
330002,ReadyRoom.ui,ÇáİÌÑ,Dawn
330003,ReadyRoom.ui,æÖÍ ÇáäåÇÑ,Daylight
330004,ReadyRoom.ui,æŞÊ ÇáÛÑæÈ,Sunset
330005,ReadyRoom.ui,Çááíá,Night
330006,ReadyRoom.ui,ÚÔæÇÆí,Random
340001,TeamReadyRoom.ui,ÌÇÑí ÇáÈÍË .......ÓíÊã ÈÏÃ ÇáãÈÇÑÇÉ ÈÚÏ %d ËÇäíÉ,Searching… ..Matching initialization after %d sec.
340002,TeamReadyRoom.ui,"ÇáÛÑİ ÛíÑ ãÊæİÑÉ, ÇáÑÌÇÁ ÇáãÍÇæáÉ ãÌÏÏÇğ","The rooms doesn't exist, Please try again. "
350001,AchieveProcess.ui,ÅäÌÇÒ,Achievement
350002,AchieveProcess.ui,ãßÇİÆÉ : äŞÇØ +%s,Bonus : Point  +%s
350003,AchieveProcess.ui,ãßÇİÆÉ : ÃÏÇÉ %s,Bonus : Item  %s
350004,AchieveProcess.ui,ãßÇİÆÉ: ÎÈÑÉ +%s,Bonus : EXP  +%s
350005,AchieveProcess.ui,ŞÇÆãÉ ÇáÇäÌÇÒÇÊ,Achievement List
350006,AchieveProcess.ui,ÑÊÈ,Sort
350007,AchieveProcess.ui,ßÇİÉ ÇáÇäÌÇÒÇÊ,All achievement
350008,AchieveProcess.ui,ÇáÇäÌÇÒÇÊ,Achive
350009,AchieveProcess.ui,ÇáÇäÌÇÒÇÊ ÇáíæãíÉ,Daily Achievement
360001,AchieveProcess.ui,ÊÌÑÈÉ,Tryout
360002,AchieveProcess.ui,ÇÎÊÈÇÑ ÇáÊØæíÑ,Promotion Test
360003,AchieveProcess.ui,"%s,íåäÆß ÈÅÊãÇãß ÇáãÑÍáÉ ÇáÊÚáíãíÉ ÍÇä ÇáæŞÊ ÇáÇä áÇÎÊíÇÑ ÇáãÑßÒ ÇáĞí ÊÑíÏå %s,  ÈÑÃíí ÃİÖá ãÑßÒ íãßäß ÇÎÊíÇÑå ÈäÇÁ Úáì ÇáäÊíÌÉ ÇáãÑÍáÉ ÇáÊÚáíãíÉ , ÓÊãäÍ ÌÇÆÒÉ ÈÚÏ ÇáãÈÇÑÇÉ ","%s, Congratulate you to complete the Tutorial. Now, it is the time to select the position which you want to be. %s, I would like to suggest you the best position based on the result of the tutorial result. After match, the reward will be given."
360004,AchieveProcess.ui,%s Êã ÇÎÊíÇÑå ÓÊáÚÈ ÇáãÈÇÑíÇÊ İí ŞäÇÉ ÇáÊØæíÑ æãä ÇáÇä æÕÇÚÏÇ ÈÇãßÇäß ÏÎæá ŞäÇÉ ÇáãÈÊÏÃíä ÓíÊã ÇåÏÇÆß ÇÏÇÉ Çæ ãåÇÑÉ ÈÚÏ ßá ãÈÇÑÇÉ íÑÌì ÇáÊÍŞŞ ãä ÇáãÎÒä ÈÚÏ ÇäÊåÇÆß ãä ÇáãÈÇÑÇÉ ,"%s is chosen. You will play the matches for the channel promotion. From now on, you can enter the Newbie Channel. After each match, the skill or item will be rewarded. Please check your inventory after match."
360005,AchieveProcess.ui,ãÈÇÑíÇÊ ÊØæíÑ ÇáãÓÊæì ŞÏ ÇäÊåÊ ÈÇãßÇäß ÏÎæá ŞäÇÉ ÇáãÈÊÏÃíä æÇáÊí ÊÓãÍ áß ÈÇááÚÈ ãÚ áÇÚÈíä ÇÎÑíä ,Channel Promotion match has completed. Now you can enter the Newbie Channel which can play with other players.
